"","X","Latitude","Longitude","Elevation","BackgroundSpecies","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"453",5675,"-19.1456","-40.0645","50","","Psittacidae","Amazona","farinosa","","Mealy Amazon",20.24127,"Amazona farinosa",16
"454",5687,"-3.2659","-50.3234","70","Lipaugus vociferans","Furnariidae","Glyphorynchus","spirurus","","Wedge-billed Woodcreeper",24.321315,"Glyphorynchus spirurus",10
"455",5699,"-21.1001","-44.2001","1050","","Troglodytidae","Troglodytes","aedon","musculus","House Wren",16.422494,"Troglodytes aedon",15
"456",5714,"-23.0401","-46.0328","700","Tolmomyias sulphurescens","Psittacidae","Forpus","xanthopterygius","","Blue-winged Parrotlet",26.412721,"Forpus xanthopterygius",11
"457",5722,"-24.017146","-47.81044","650","","Thamnophilidae","Dysithamnus","mentalis","mentalis","Plain Antvireo",31.567392,"Dysithamnus mentalis",25
"458",5733,"NULL","NULL","910","","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",37.727279,"Myiothlypis leucoblephara",14
"459",5740,"-15","-39","?","","Thamnophilidae","Pyriglena","leucoptera","","White-shouldered Fire-eye",26.456871,"Pyriglena leucoptera",12
"460",5746,"NULL","NULL","1.042","","Furnariidae","Automolus","leucophthalmus","","White-eyed Foliage-gleaner",24.252789,"Automolus leucophthalmus",11
"461",5754,"-18.849","-50.12","?","Guira guira","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",35.50678,"Orthopsittaca manilatus",13
"462",5781,"-9.5981","-55.932","200","Dixiphia rubrocapilla","Tyrannidae","Hemitriccus","griseipectus","griseipectus","White-bellied Tody-Tyrant",21.246916,"Hemitriccus griseipectus",10
"463",5801,"NULL","NULL","30","Cacicus haemorrhous,Myiozetetes similis","Cuculidae","Crotophaga","major","","Greater Ani",22.114127,"Crotophaga major",10
"464",5825,"NULL","NULL","30","Pitangus sulphuratus","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",15.687778,"Camptostoma obsoletum",18
"465",5826,"-22.5387286051877","-44.1214751601137","438","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",28.357891,"Rupornis magnirostris",27
"466",5828,"-20.44278","-54.64639","530","","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",24.307188,"Elaenia spectabilis",14
"467",5845,"-16.7581","-56.8764","115","Poecilotriccus latirostris,Crypturellus undulatus,Leptotila verreauxi,Hylophilus pectoralis,Formicivora rufa","Tyrannidae","Cnemotriccus","fuscatus","bimaculatus","Fuscous Flycatcher",17.983469,"Cnemotriccus fuscatus",10
"468",5856,"NULL","NULL","?","","Thamnophilidae","Pyriglena","leucoptera","","White-shouldered Fire-eye",18.266395,"Pyriglena leucoptera",12
"469",5857,"-15.355","-38.982","0","","Icteridae","Cacicus","cela","","Yellow-rumped Cacique",23.631542,"Cacicus cela",11
"470",5866,"-17.3584","-44.8501","540","Furnarius leucopus","Psittacidae","Brotogeris","chiriri","chiriri","Yellow-chevroned Parakeet",27.86229,"Brotogeris chiriri",11
"471",5871,"-17.3584","-44.8501","540","Euphonia chlorotica","Psittacidae","Brotogeris","chiriri","chiriri","Yellow-chevroned Parakeet",19.475397,"Brotogeris chiriri",11
"472",5887,"-12.5834","-41.3667","400","Procnias nudicollis,Cyclarhis gujanensis,Cacicus haemorrhous","Tyrannidae","Myiozetetes","similis","pallidiventris","Social Flycatcher",40.890023,"Myiozetetes similis",18
"473",5902,"-20.0834","-55.9501","128","Furnarius rufus","Cuculidae","Guira","guira","","Guira Cuckoo",21.033175,"Guira guira",10
"474",5909,"-27.39726","-49.379082","400","","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",29.356009,"Cacicus haemorrhous",20
"475",5924,"-9.3001","-35.9334","110","","Pipridae","Chiroxiphia","pareola","","Blue-backed Manakin",39.09415,"Chiroxiphia pareola",14
"476",5939,"-8.7834","-48.4001","260","","Icteridae","Cacicus","cela","cela","Yellow-rumped Cacique",27.553673,"Cacicus cela",11
"477",5979,"-7.1501","-55.4834","240","","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",17.813605,"Amazona ochrocephala",19
"478",5985,"-22.4667","-43.01","1600","Pyrrhura frontalis,Dysithamnus xanthopterus,Tijuca atra,Hylophilus poicilotis,Saltator similis","Fringillidae","Chlorophonia","cyanea","cyanea","Blue-naped Chlorophonia",29.331542,"Chlorophonia cyanea",11
"479",6004,"-3.8141","-46.8045","190","","Tyrannidae","Platyrinchus","platyrhynchos","amazonicus","White-crested Spadebill",34.163719,"Platyrinchus platyrhynchos",10
"480",6039,"-26.8359","-51.9912","1000","Lepidocolaptes falcinellus,Phyllomyias virescens","Furnariidae","Campylorhamphus","falcularius","","Black-billed Scythebill",38.443152,"Campylorhamphus falcularius",10
"481",6069,"-23.012","-44.5351","50","Drymophila ferruginea","Ramphastidae","Ramphastos","vitellinus","ariel","Channel-billed Toucan",15.772449,"Ramphastos vitellinus",12
"482",6080,"-4.2327","-49.41194","50","Tolmomyias sulphurescens,Lepidocolaptes albolineatus","Psittacidae","Amazona","farinosa","","Mealy Amazon",26.517075,"Amazona farinosa",16
"483",6088,"NULL","NULL","910","","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",19.709569,"Camptostoma obsoletum",18
"484",6094,"-27.552","-49.002","430","","Cuculidae","Guira","guira","","Guira Cuckoo",28.080635,"Guira guira",10
"485",6095,"1.4896","-61.0027","80","","Thamnophilidae","Microrhopias","quixensis","microstictus","Dot-winged Antwren",17.216531,"Microrhopias quixensis",11
"486",6105,"-3.0128","-54.8828","?","Leucopternis kuhli,Patagioenas plumbea,Thamnomanes caesius,Pheugopedius coraya","Thamnophilidae","Microrhopias","quixensis","emiliae","Dot-winged Antwren",20.80839,"Microrhopias quixensis",11
"487",6117,"-15.4356","-55.7917","700","","Psittacidae","Psittacara","leucophthalmus","leucophthalmus","White-eyed Parakeet",20.315737,"Psittacara leucophthalmus",12
"488",6147,"-19.8834","-40.5834","750","Patagioenas plumbea,Chiroxiphia caudata,Hylophilus poicilotis,Turdus albicollis","Ramphastidae","Ramphastos","vitellinus","ariel","Channel-billed Toucan",17.907188,"Ramphastos vitellinus",12
"489",6153,"-22.6771","-47.9831","460","","Tyrannidae","Pitangus","sulphuratus","","Great Kiskadee",23.796463,"Pitangus sulphuratus",10
"490",6169,"-30.1834","-57.4501","50","Vanellus chilensis","Troglodytidae","Troglodytes","aedon","bonariae","House Wren",16.922132,"Troglodytes aedon",15
"491",6181,"-22.6681","-45.5031","1600","","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",16.655714,"Myiothlypis leucoblephara",14
"492",6196,"-15.0334","-44.2501","750","Hylopezus ochroleucus,Saltator similis","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",23.672676,"Cyanocorax cyanopogon",11
"493",6199,"-9.5981","-55.932","200","","Furnariidae","Xiphorhynchus","guttatus","eytoni","Buff-throated Woodcreeper",21.402336,"Xiphorhynchus guttatus",11
"494",6201,"-22.7167","-45.6001","1400","Chamaeza ruficauda,Poospiza lateralis,Myiothlypis leucoblephara","Fringillidae","Chlorophonia","cyanea","cyanea","Blue-naped Chlorophonia",16.600612,"Chlorophonia cyanea",11
"495",6203,"-22.5001","-42.7167","30","Lathrotriccus euleri,Columbina talpacoti,Cantorchilus longirostris","Troglodytidae","Pheugopedius","genibarbis","intercedens","Moustached Wren",26.829864,"Pheugopedius genibarbis",12
"496",6250,"1.4851","-60.9921","90","Pachyramphus minor","Icteridae","Cacicus","haemorrhous","haemorrhous","Red-rumped Cacique",25.49195,"Cacicus haemorrhous",20
"497",6275,"-7.6096","-35.3952","440","","Thamnophilidae","Pyriglena","leuconota","","White-backed Fire-eye",31.66678,"Pyriglena leuconota",12
"498",6281,"-24.188","-47.391","45","","Troglodytidae","Cantorchilus","longirostris","","Long-billed Wren",31.435578,"Cantorchilus longirostris",10
"499",6293,"-8.98224","-35.864353","500","","Thamnophilidae","Pyriglena","leuconota","pernambucensis","White-backed Fire-eye",39.095125,"Pyriglena leuconota",12
"500",6318,"-23.0401","-46.0328","700","Tolmomyias sulphurescens","Falconidae","Micrastur","ruficollis","","Barred Forest Falcon",30.635057,"Micrastur ruficollis",12
"501",6337,"-23.5001","-45.2167","40","Pyriglena leucoptera,Saltator similis,Tangara seledon,Sporophila frontalis,Setophaga pitiayumi","Psittacidae","Brotogeris","tirica","","Plain Parakeet",27.691043,"Brotogeris tirica",15
"502",6362,"-24.8098","-50.0112","880","Vanellus chilensis,Furnarius rufus","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",25.723265,"Theristicus caudatus",17
"503",6365,"2.8501","-60.0667","75","Lepidocolaptes souleyetii","Cuculidae","Crotophaga","major","","Greater Ani",35.200045,"Crotophaga major",10
"504",6380,"-15.4239","-55.7778","700","","Psittacidae","Diopsittaca","nobilis","longipennis","Red-shouldered Macaw",40.587324,"Diopsittaca nobilis",10
"505",6392,"-15.457","-55.68","700","Myiophobus fasciatus","Troglodytidae","Pheugopedius","genibarbis","","Moustached Wren",28.473265,"Pheugopedius genibarbis",12
"506",6393,"-26.3","-48.83","160","","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",22.168957,"Myrmeciza squamosa",14
"507",6405,"-6.241","-48.418","130","","Pipridae","Chiroxiphia","pareola","","Blue-backed Manakin",15.695034,"Chiroxiphia pareola",14
"508",6411,"-3.372","-54.8478","?","Cyclarhis gujanensis","Psittacidae","Amazona","ochrocephala","ochrocephala","Yellow-crowned Amazon",38.836961,"Amazona ochrocephala",19
"509",6421,"-27.5667","-49.01","690","Ramphastos dicolorus,Vireo olivaceus","Tyrannidae","Myiornis","auricularis","auricularis","Eared Pygmy Tyrant",19.45093,"Myiornis auricularis",15
"510",6447,"-22.5001","-42.7167","?","","Furnariidae","Sittasomus","griseicapillus","","Olivaceous Woodcreeper",15.516984,"Sittasomus griseicapillus",11
"511",6451,"-12.6167","-41.3167","340","Thamnophilus pelzelni,Pachyramphus polychopterus,Cacicus haemorrhous","Tyrannidae","Pitangus","sulphuratus","maximiliani","Great Kiskadee",18.286077,"Pitangus sulphuratus",10
"512",6454,"-9.8781","-56.0981","280","","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",30.746077,"Ara ararauna",13
"513",6458,"-23.0667","-45.9167","700","","Furnariidae","Campylorhamphus","falcularius","","Black-billed Scythebill",18.260204,"Campylorhamphus falcularius",10
"514",6472,"-9.9826","-50.0151","180","","Charadriidae","Vanellus","chilensis","","Southern Lapwing",32.686077,"Vanellus chilensis",19
"515",6480,"-16.3592","-39.1381","80","Formicarius colma,Trogon viridis","Psittacidae","Brotogeris","tirica","","Plain Parakeet",34.172154,"Brotogeris tirica",15
"516",6484,"NULL","NULL","?","","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",24.72415,"Cyanocorax cyanopogon",11
"517",6488,"-3.6668","-45.8465","20","","Troglodytidae","Pheugopedius","genibarbis","","Moustached Wren",20.933107,"Pheugopedius genibarbis",12
"518",6503,"-1.0054","-46.8002","10","Gallinago paraguaiae,Amazona amazonica,Psittacara leucophthalmus,Anthus lutescens,Guira guira,Sturnella militaris,Tyrannus melancholicus","Charadriidae","Vanellus","chilensis","lampronotus","Southern Lapwing",33.808435,"Vanellus chilensis",19
"519",6509,"-23.4501","-51.2334","630","","Furnariidae","Automolus","leucophthalmus","","White-eyed Foliage-gleaner",31.943719,"Automolus leucophthalmus",11
"520",6510,"-23.3001","-51.1501","600","","Conopophagidae","Conopophaga","lineata","","Rufous Gnateater",19.37898,"Conopophaga lineata",17
"521",6520,"-2.028","-59.997","50","Percnostola rufifrons","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",23.965646,"Orthopsittaca manilatus",13
"522",6539,"-2.5951","-46.967","?","Ibycter americanus,Leptotila rufaxilla,Conopophaga roberti,Ramphocelus carbo","Polioptilidae","Ramphocaenus","melanurus","austerus","Long-billed Gnatwren",15.458073,"Ramphocaenus melanurus",10
"523",6563,"-27.367","-49.337","400","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",22.854444,"Dysithamnus mentalis",25
"524",6578,"NULL","NULL","?","","Galbulidae","Galbula","ruficauda","","Rufous-tailed Jacamar",25.505782,"Galbula ruficauda",11
"525",6595,"-25.6084","-54.4326","200","Herpsilochmus rufimarginatus","Tyrannidae","Myiopagis","caniceps","caniceps","Grey Elaenia",18.552245,"Myiopagis caniceps",11
"526",6598,"-4.5778","-56.3338","70","Zebrilus undulatus","Falconidae","Micrastur","ruficollis","","Barred Forest Falcon",38.516485,"Micrastur ruficollis",12
"527",6619,"-14.01","-39.1834","50","Procnias nudicollis","Ramphastidae","Ramphastos","vitellinus","ariel","Channel-billed Toucan",18.302971,"Ramphastos vitellinus",12
"528",6631,"-2.5601","-54.6528","?","Cantorchilus leucotis,Amazona amazonica,Pitangus sulphuratus,Vireo olivaceus","Icteridae","Cacicus","cela","cela","Yellow-rumped Cacique",27.944853,"Cacicus cela",11
"529",6634,"-6.095","-49.9769","340","","Tyrannidae","Hirundinea","ferruginea","bellicosa","Cliff Flycatcher",43.992721,"Hirundinea ferruginea",12
"530",6666,"-23.3501","-44.7167","50","Turdus albicollis,Chiroxiphia caudata,Setophaga pitiayumi","Tyrannidae","Myiozetetes","similis","pallidiventris","Social Flycatcher",26.213991,"Myiozetetes similis",18
"531",6667,"-23.02583","-43.471098","5","Pitangus sulphuratus,Laterallus melanophaius,Elaenia flavogaster","Cuculidae","Crotophaga","major","","Greater Ani",35.256961,"Crotophaga major",10
"532",6669,"-32.316","-52.422","18","","Fringillidae","Euphonia","chlorotica","","Purple-throated Euphonia",21.817415,"Euphonia chlorotica",13
"533",6676,"-23.4501","-51.2334","522","","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",36.498322,"Platyrinchus mystaceus",13
"534",6677,"-15.355","-38.982","0","","Psittacidae","Forpus","xanthopterygius","","Blue-winged Parrotlet",22.748299,"Forpus xanthopterygius",11
"535",6681,"-19.1456","-40.0645","40","Patagioenas speciosa,Brotogeris tirica,Amazona rhodocorytha,Tolmomyias poliocephalus","Tyrannidae","Megarynchus","pitangua","pitangua","Boat-billed Flycatcher",36.664376,"Megarynchus pitangua",11
"536",6700,"-3.209","-47.604","?","Attila spadiceus,Brotogeris chrysoptera","Pipridae","Chiroxiphia","pareola","pareola","Blue-backed Manakin",41.655896,"Chiroxiphia pareola",14
"537",6702,"-7.2501","-39.5834","800","","Furnariidae","Sclerurus","scansor","cearensis","Rufous-breasted Leaftosser",28.176009,"Sclerurus scansor",16
"538",6706,"-21.1167","-44.1501","900","","Tyrannidae","Hirundinea","ferruginea","bellicosa","Cliff Flycatcher",29.29127,"Hirundinea ferruginea",12
"539",6711,"-23.7192","-46.717","760","Pitangus sulphuratus","Psittacidae","Brotogeris","tirica","","Plain Parakeet",35.387778,"Brotogeris tirica",15
"540",6732,"-9.2456","-55.987","240","Ammodramus humeralis,Tapera naevia","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",17.487256,"Orthopsittaca manilatus",13
"541",6754,"4.2417","-58.9028","?","Cercomacra carbonaria,Galbula galbula","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",41.513424,"Cantorchilus leucotis",17
"542",6765,"-27.148","-48.968","70","Tachyphonus coronatus","Thamnophilidae","Pyriglena","leucoptera","","White-shouldered Fire-eye",22.506009,"Pyriglena leucoptera",12
"543",6771,"-25.7062","-48.7534","15","","Furnariidae","Automolus","leucophthalmus","sulphurascens","White-eyed Foliage-gleaner",25.541769,"Automolus leucophthalmus",11
"544",6781,"-23.6334","-45.8667","825","","Conopophagidae","Conopophaga","lineata","vulgaris","Rufous Gnateater",15.786417,"Conopophaga lineata",17
"545",6787,"-24.017146","-47.81044","630","Basileuterus culicivorus,Chiroxiphia caudata","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",23.039751,"Platyrinchus mystaceus",13
"546",6793,"-23.6334","-45.8667","825","Brotogeris tirica","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",19.49898,"Myrmeciza squamosa",14
"547",6827,"-2.7539","-54.997","?","Tyranneutes stolzmanni,Lipaugus vociferans,Dendrocolaptes certhia","Furnariidae","Glyphorynchus","spirurus","paraensis","Wedge-billed Woodcreeper",16.460884,"Glyphorynchus spirurus",10
"548",6828,"NULL","NULL","100","Vireo olivaceus","Tyrannidae","Hemitriccus","griseipectus","","White-bellied Tody-Tyrant",33.395873,"Hemitriccus griseipectus",10
"549",6842,"-22.6736","-48.9592","700","","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",29.271859,"Habia rubica",14
"550",6845,"-26.0834","-48.6334","10","Thamnophilus caerulescens","Accipitridae","Rupornis","magnirostris","magniplumis","Roadside Hawk",31.837052,"Rupornis magnirostris",27
"551",6868,"-22.898","-45.994","1300","","Falconidae","Micrastur","ruficollis","","Barred Forest Falcon",18.917279,"Micrastur ruficollis",12
"552",6884,"-27.816","-48.651","10","Manacus manacus","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",34.975397,"Platyrinchus mystaceus",13
"553",6895,"-24.188","-47.391","40","","Tyrannidae","Myiozetetes","similis","","Social Flycatcher",35.504218,"Myiozetetes similis",18
"554",6939,"-9.3001","-35.9334","550","Hemitriccus griseipectus,Megarynchus pitangua,Coereba flaveola","Turdidae","Turdus","leucomelas","albiventer","Pale-breasted Thrush",23.542404,"Turdus leucomelas",18
"555",6969,"NULL","NULL","0","","Troglodytidae","Cantorchilus","longirostris","","Long-billed Wren",18.250476,"Cantorchilus longirostris",10
"556",6978,"-23.012","-44.5351","50","Hemitriccus nidipendulus,Cantorchilus longirostris","Galbulidae","Galbula","ruficauda","rufoviridis","Rufous-tailed Jacamar",25.393469,"Galbula ruficauda",11
"557",7003,"-9.3001","-35.9334","110","","Tyrannidae","Hemitriccus","griseipectus","","White-bellied Tody-Tyrant",41.981814,"Hemitriccus griseipectus",10
"558",7027,"-9.5981","-55.932","250","","Thamnophilidae","Thamnomanes","caesius","hoffmannsi","Cinereous Antshrike",36.639751,"Thamnomanes caesius",12
"559",7048,"-19.182381","-48.393574","700","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",34.120159,"Rupornis magnirostris",27
"560",7108,"-9.5981","-55.932","200","","Cardinalidae","Habia","rubica","hesterna","Red-crowned Ant Tanager",16.908435,"Habia rubica",14
"561",7144,"-23.3667","-46.4834","930","Schiffornis virescens,Vireo olivaceus,Turdus albicollis","Thamnophilidae","Dysithamnus","mentalis","mentalis","Plain Antvireo",23.340204,"Dysithamnus mentalis",25
"562",7150,"-9.9826","-50.0151","180","Crypturellus undulatus","Galbulidae","Galbula","ruficauda","","Rufous-tailed Jacamar",19.385624,"Galbula ruficauda",11
