"","X","MediaId","FileName","ClassId","Date","Time","Locality","Latitude","Longitude","Elevation","Author","AuthorID","Content","Comments","Quality","Year","BackgroundSpecies","Order","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"220",2894,13788,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13788.wav","xyvbwf","2004-08-15","06:23","Borba, Amazonas","-4.3881","-59.5934","30","Jeremy Minns","DGVLLRYDXS","call","Scrub on edge of terra firme forest. Single male.","1","BirdCLEF2014","Thamnophilus stictocephalus,Cercomacra nigrescens","Passeriformes","Thamnophilidae","Microrhopias","quixensis","bicolor","Dot-winged Antwren",21.289206,"Microrhopias quixensis",11
"221",2907,13809,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13809.wav","yplahx","2012-04-16","10:40","Timbaúba, Pernambuco","-7.6096","-35.3952","440","Marcus Braun","EICLYDGEKS","begging call, juvenile","begging calls by fledged juv.bird-seen:yesplayback-used:no","3","BirdCLEF2014","","Passeriformes","Polioptilidae","Ramphocaenus","melanurus","","Long-billed Gnatwren",29.744603,"Ramphocaenus melanurus",10
"222",2912,13816,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13816.wav","ltmvlu","2010-06-06","10:00","Careiro, Amazonas","-3.4915","-59.9304","20","GABRIEL LEITE","TGBFXDVERJ","call","bird-seen:yesplayback-used:no","3","BirdCLEF2014","Trogon viridis","Passeriformes","Furnariidae","Xiphorhynchus","guttatus","","Buff-throated Woodcreeper",24.943311,"Xiphorhynchus guttatus",11
"223",2914,13818,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13818.wav","rcvrfz","2012-03-03","09:00","Parauapebas, Para","-6.1242","-50.4382","650","GABRIEL LEITE","TGBFXDVERJ","call","bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Passeriformes","Fringillidae","Euphonia","chlorotica","","Purple-throated Euphonia",32.274331,"Euphonia chlorotica",13
"224",2917,13821,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13821.wav","yplahx","2000-08-05","09:25","Itanhaem. Chacaras Bopiranga","-24.1834","-46.9001","10","Jeremy Minns","DGVLLRYDXS","call","Coastal white sand forest. Single bird foraging in midstorey.","2","BirdCLEF2014","","Passeriformes","Polioptilidae","Ramphocaenus","melanurus","melanurus","Long-billed Gnatwren",15.648027,"Ramphocaenus melanurus",10
"225",2927,13833,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13833.wav","thrclx","2003-06-23","9:00","Refúgio Ecológico Charles Darwin, Igarassu, Pernambuco","-7.8001","-34.9501","30","Mauricio Cabral Periquito","HERKCTHDZI","call","","2","BirdCLEF2014","","Passeriformes","Thamnophilidae","Formicivora","grisea","","Southern White-fringed Antwren",18.885329,"Formicivora grisea",10
"226",2941,1384,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1384.wav","oinzpv","2001-11-22","07:56","Road to Remanso, Lençóis, Chapada Diamantina, BA","-12.5834","-41.3667","400","Jeremy Minns","DGVLLRYDXS","call","Edge of humid forest. 3 or 4 birds present but only one calling. This is Call A in our DVD-ROM 'Birds of Brazil'.","2","BirdCLEF2014","Rhynchotus rufescens","Passeriformes","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",22.731429,"Cyanocorax cyanopogon",11
"227",2944,13852,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13852.wav","kunsua","2005-04-22","09:00","Mury, RJ","-22.3731","-42.5609","1000","Nick Athanas","XRABICUARW","alarm call","","1","BirdCLEF2014","","Passeriformes","Furnariidae","Sclerurus","scansor","scansor","Rufous-breasted Leaftosser",34.353356,"Sclerurus scansor",16
"228",2945,13853,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13853.wav","doafbd","2002-02-03","16:45","Serra dos Carajás. Road to Salobo","-6.0501","-50.2667","660","Jeremy Minns","DGVLLRYDXS","call","Terra firme forest. Two different calls by male.","1","BirdCLEF2014","Pheugopedius coraya","Passeriformes","Thamnophilidae","Hypocnemis","striata","affinis","Spix's Warbling Antbird",35.192313,"Hypocnemis striata",11
"229",2970,1389,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1389.wav","xychdo","2011-11-12","05:56","Reserva Ecológica de Guapi Açu (REGUA), RJ","-22.4508","-42.7735","30","Eric DeFonso","KTLCZCRCQX","call","Scold calls. At the wetland pond near the volunteer dorms and lodge.bird-seen:yesplayback-used:no","1","BirdCLEF2014","Leptotila rufaxilla,Certhiaxis cinnamomeus,Turdus amaurochalinus","Passeriformes","Troglodytidae","Troglodytes","aedon","","House Wren",21.507687,"Troglodytes aedon",15
"230",2976,13905,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13905.wav","gzfudv","2003-03-23","05:58","Vila Bela da Santíssima Trindade","-14.9834","-59.9834","225","Jeremy Minns","DGVLLRYDXS","flight call","Fazenda Boa Esperana. Forest fragments and pasture. Two birds.","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",27.100159,"Orthopsittaca manilatus",13
"231",2990,13923,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13923.wav","doafbd","2011-08-06","11:10","Cristalino Jungle Lodge, MT","-9.5981","-55.932","200","Tayler Brooks","ARFGONJCBJ","call","Natural vocalization. In dense tangle.","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Hypocnemis","striata","striata","Spix's Warbling Antbird",21.323719,"Hypocnemis striata",11
"232",2991,13924,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13924.wav","asvgnp","2011-06-19","10:30","São Francisco Xavier, São José dos Campos,São Paulo state, Brazil","-22.898","-45.994","1300","GABRIEL LEITE","TGBFXDVERJ","call, male","bird-seen:yesplayback-used:no","3","BirdCLEF2014","","Falconiformes","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",15.631814,"Milvago chimachima",18
"233",3000,13936,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13936.wav","nntytu","2004-05-08","?:?","Cristalino Jungle Lodge, MT","-9.5981","-55.932","240","Frank Lambert","YTUXOCTUEM","call","Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10159>AV10159</a>.  Certainty: 100%.  ID determined by: seen. GPS: Google Earth. several types","2","BirdCLEF2014","","Passeriformes","Thamnophilidae","Pyriglena","leuconota","","White-backed Fire-eye",44.38356,"Pyriglena leuconota",12
"234",3007,13946,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13946.wav","gzfudv","2013-07-10","06:30","Silves, Amazonas","-2.9578","-58.348","30","Thiago Bicudo","VPCOOSQDRP","flight call","bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",15.573061,"Orthopsittaca manilatus",13
"235",3015,13955,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13955.wav","rlqpij","2010-01-19","?","RPPN Prima Luna, Nova Trento, Santa Catarina","-27.258","-49.02","380","Evair Legal","SMJXFKLATM","call","","2","BirdCLEF2014","Myiarchus swainsoni","Passeriformes","Tyrannidae","Myiodynastes","maculatus","","Streaked Flycatcher",23.996735,"Myiodynastes maculatus",14
"236",3025,13967,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN13967.wav","kunsua","1997-12-27","?:?","Rio de Janeiro, Itatiaia National Park","-22.3","-44.6","?","Frank Lambert","YTUXOCTUEM","call","Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/8531>AV8531</a>.  Certainty: slightly less than 100%.  ID determined by: seen but not diagnostically, field ID either this or S. mexicanus, and very like XC cuts of the former, rather less similar to those of S. mexicanus. GPS: GeoHack.","2","BirdCLEF2014","","Passeriformes","Furnariidae","Sclerurus","scansor","","Rufous-breasted Leaftosser",43.697256,"Sclerurus scansor",16
"237",3061,14011,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN14011.wav","ebxlim","2008-07-10","8:40","Eldorado, Mato Grosso do Sul state","-23.8501","-54.2537","340","Joao Menezes","BEYMZHZHIB","call","","2","BirdCLEF2014","Cacicus haemorrhous,Euphonia chlorotica,Euphonia chlorotica","Passeriformes","Thamnophilidae","Taraba","major","","Great Antshrike",31.161678,"Taraba major",10
"238",3066,14021,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN14021.wav","hwqenp","2009-04-28","?","Rio Tigre, Guatambu, Santa Catarina","-27.140118","-52.783728","290","Adrian Eisen Rupp","AOPMSCIDIA","call","","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",39.272336,"Dysithamnus mentalis",25
"239",3068,14024,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN14024.wav","xyvbwf","2013-05-08","17:30","Rio Teuini, Serginal Tupy, Pauini, Amazonas","-7.9644","-67.3469","100","Thiago Orsi Laranjeiras","PMYLTPLTLT","call","Em trilha de terra-firme, no Rio Teuini (afluente da margem esquerda do Rio Purus), sul do Amazonas. Durante expedição de avaliação para ampliação da Floresta Nacional do Purus. bird-seen:yesplayback-used:yes","2","BirdCLEF2014","Thamnomanes schistogynus","Passeriformes","Thamnophilidae","Microrhopias","quixensis","","Dot-winged Antwren",29.911315,"Microrhopias quixensis",11
"240",3073,1404,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1404.wav","xychdo","2010-01-19","18:00","RPPN Prima Luna, Nova Trento, Santa Catarina","-27.258","-49.02","380","Evair Legal","SMJXFKLATM","call","Ssp: musculus.","2","BirdCLEF2014","","Passeriformes","Troglodytidae","Troglodytes","aedon","","House Wren",31.356145,"Troglodytes aedon",15
"241",3080,1414,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1414.wav","pbqnkl","2012-11-15","05:30","Gravado no Olho Dagua Mago-Pão de Açúcar-Alagoas-Brasil","-9.73","-37.439","80","pedrotêia","BZVNDWLRSQ","alarm call","","1","BirdCLEF2014","","Cuculiformes","Cuculidae","Guira","guira","","Guira Cuckoo",27.262812,"Guira guira",10
"242",3091,1429,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1429.wav","cvyifz","2010-02-11","07:05","RPPN Prima Luna, Nova Trento, Santa Catarina","-27.257","-49.018","550","Evair Legal","SMJXFKLATM","call, song","","2","BirdCLEF2014","","Passeriformes","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",20.886667,"Habia rubica",14
"243",3093,1432,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1432.wav","ziirhl","2011-05-21","18:05","Paragominas, PA, Brazil, Bacia 549","-3.8101","-48.377","?","Alexander Lees","INDDBZAFJL","contact calls","selectively-logged primary forest, flock of 20","0","BirdCLEF2014","","Passeriformes","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",25.026508,"Cacicus haemorrhous",20
"244",3117,1461,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1461.wav","hwqenp","2001-09-24","06:27","Paratí. Patrimônio","-23.3501","-44.7167","50","Jeremy Minns","DGVLLRYDXS","call","Humid forest. Female. This is 'Call F' on our DVD-ROM Birds of Brazil.","2","BirdCLEF2014","Herpsilochmus rufimarginatus","Passeriformes","Thamnophilidae","Dysithamnus","mentalis","mentalis","Plain Antvireo",25.084195,"Dysithamnus mentalis",25
"245",3134,1480,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1480.wav","igcivw","2012-11-14","18:30","Nova Veneza, Santa Catarina, Brazil","-28.638","-49.498","120","João Gava","CEKMJEZKSJ","call","bird-seen:yesplayback-used:no","0","BirdCLEF2014","","Pelecaniformes","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",23.581882,"Theristicus caudatus",17
"246",3143,1494,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1494.wav","oinzpv","2012-12-01","07:30","Serra Grande-Pão de Açúcar-alagoas-Brasil","-9.661","-37.412","320","pedrotêia","BZVNDWLRSQ","alarm call, song","","1","BirdCLEF2014","","Passeriformes","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",31.509932,"Cyanocorax cyanopogon",11
"247",3153,150,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN150.wav","kunsua","2000-06-02","06:45","Boraceia Biological Station, SP state","-23.6334","-45.8667","825","Jeremy Minns","DGVLLRYDXS","call","Montane forest.","1","BirdCLEF2014","Dysithamnus mentalis,Sclerurus scansor,Philydor atricapillus","Passeriformes","Furnariidae","Sclerurus","scansor","scansor","Rufous-breasted Leaftosser",25.08898,"Sclerurus scansor",16
"248",3194,155,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN155.wav","jnqggx","2003-03-27","08:30","Guajará-Mirim, RO","-10.8814","-65.2501","130","Jeremy Minns","DGVLLRYDXS","call","Terra firme forest. Pair.","1","BirdCLEF2014","","Passeriformes","Furnariidae","Glyphorynchus","spirurus","inornatus","Wedge-billed Woodcreeper",42.131814,"Glyphorynchus spirurus",10
"249",3200,156,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN156.wav","asvgnp","2013-09-12","11:00","Palma Sola, Santa Catarina","-26.3247","-53.2885","850","Paulo Affonso Fonseca Pires Neto","QOMWCAGQJX","call","bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Falconiformes","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",30.771315,"Milvago chimachima",18
"250",3214,1585,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1585.wav","armfvy","2011-09-20","17:00","Trilha da Figueira, Tavares, Rio Grande do Sul","-31.3266","-51.0719","10","Rafael Antunes Dias","XJSWEWQCEC","call, song","In forest adjacent to the Lagoa do Peixe.bird-seen:yesplayback-used:yes","2","BirdCLEF2014","Mimus saturninus,Pitangus sulphuratus","Passeriformes","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",20.210204,"Camptostoma obsoletum",18
"251",3245,1627,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1627.wav","hdtboj","2011-12-28","09:30","Microregion of Caraguatatuba, São Paulo","-23.6074","-45.5404","650","GABRIEL LEITE","TGBFXDVERJ","call","bird-seen:yesplayback-used:no","3","BirdCLEF2014","","Passeriformes","Tyrannidae","Hirundinea","ferruginea","","Cliff Flycatcher",15.799773,"Hirundinea ferruginea",12
"252",3257,1641,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1641.wav","jirbln","1998-06-00","10:00","Serra da Cantareira State Park. São Paulo","-23.4667","-46.6167","800","Antonio Silveira","NBJQSQJRYH","call","bird-seen:yesplayback-used:no","0","BirdCLEF2014","","Piciformes","Picidae","Melanerpes","candidus","","White Woodpecker",28.368073,"Melanerpes candidus",10
"253",3277,1669,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1669.wav","qfjwpy","2005-04-09","09:15","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","30","Nick Athanas","XRABICUARW","call","Two birds calling at the same time.","1","BirdCLEF2014","Troglodytes aedon,Anthus lutescens,Camptostoma obsoletum","Charadriiformes","Charadriidae","Vanellus","chilensis","lampronotus","Southern Lapwing",37.459773,"Vanellus chilensis",19
"254",3321,1733,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1733.wav","qldqit","1997-06-22","07:29","Ubatuba. Sertão das Cotias","-23.5001","-45.2167","100","Jeremy Minns","DGVLLRYDXS","call","Lowland forest. These are Calls C and A in our DVD-ROM 'Birds of Brazil'.","3","BirdCLEF2014","Phylloscartes paulista,Habia rubica","Passeriformes","Furnariidae","Philydor","atricapillus","","Black-capped Foliage-gleaner",31.268798,"Philydor atricapillus",11
"255",3365,1802,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1802.wav","rcvrfz","2006-11-26","06:05","RPPN Fazenda Brejo, Saloá, Pernambuco","NULL","NULL","900","Mauricio Cabral Periquito","HERKCTHDZI","call, song","","3","BirdCLEF2014","","Passeriformes","Fringillidae","Euphonia","chlorotica","","Purple-throated Euphonia",27.480181,"Euphonia chlorotica",13
"256",3367,1805,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1805.wav","xyvbwf","2011-08-07","10:45","Cristalino Jungle Lodge, MT","-9.5981","-55.932","200","Tayler Brooks","ARFGONJCBJ","call","In response to playback.","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Microrhopias","quixensis","emiliae","Dot-winged Antwren",33.494399,"Microrhopias quixensis",11
"257",3382,1821,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1821.wav","uytsig","2010-10-08","06:20","Paragominas, PA, Brazil, Bacia 245","-3.1253","-46.8456","?","Nargila Moura","CWEIBYBYYD","call","overgrown cattle pasture","3","BirdCLEF2014","Crypturellus parvirostris,Coccycua minuta,Thamnophilus palliatus,Elaenia flavogaster,Todirostrum cinereum,Camptostoma obsoletum,Pitangus sulphuratus,Troglodytes aedon,Thraupis palmarum","Passeriformes","Turdidae","Turdus","leucomelas","leucomelas","Pale-breasted Thrush",22.312812,"Turdus leucomelas",18
"258",3383,1822,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1822.wav","jirbln","2010-11-03","06:23","Paragominas, PA, Brazil, Bacia 443","-3.4614","-47.0648","?","Nargila Moura","CWEIBYBYYD","call","secondary forest","2","BirdCLEF2014","Dromococcyx phasianellus,Thamnophilus aethiops,Caryothraustes canadensis","Piciformes","Picidae","Melanerpes","candidus","","White Woodpecker",21.107188,"Melanerpes candidus",10
"259",3390,1829,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1829.wav","ltmvlu","2011-09-06","17:00","Cristalino Jungle Lodge, MT","-9.5981","-55.932","200","Tayler Brooks","ARFGONJCBJ","call","Natural vocalization. Bird uttering odd calls from low to mid story. Interaction between several birds possible.","2","BirdCLEF2014","","Passeriformes","Furnariidae","Xiphorhynchus","guttatus","eytoni","Buff-throated Woodcreeper",44.290181,"Xiphorhynchus guttatus",11
"260",3395,1838,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1838.wav","lksjxc","2011-07-14","?","Boa Nova, Wet Forest, state of Bahia","-14.3834","-40.1001","800","Ciro Albano","MXVQPUKGWW","call","","2","BirdCLEF2014","","Passeriformes","Tyrannidae","Myiopagis","caniceps","","Grey Elaenia",27.680113,"Myiopagis caniceps",11
"261",3452,1920,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1920.wav","uphahj","2004-08-27","07:36","Barra do Quaraí","-30.1834","-57.4501","50","Jeremy Minns","DGVLLRYDXS","call","Fazenda Santo ångelo. Espinilho parkland.","2","BirdCLEF2014","Patagioenas maculosa,Suiriri suiriri,Saltator aurantiirostris","Accipitriformes","Accipitridae","Rupornis","magnirostris","magniplumis","Roadside Hawk",24.345578,"Rupornis magnirostris",27
"262",3460,1933,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1933.wav","exwfyy","1998-12-18","10:20","São Gabriel da Cachoeira, Amazonas","-0.1334","-67.0834","70","Jeremy Minns","DGVLLRYDXS","call","Left bank of rio Negro. Terra firme forest. Two males and one female low down in scrub beside road. Two different calls.","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Myrmeciza","atrothorax","atrothorax","Black-throated Antbird",22.257937,"Myrmeciza atrothorax",12
"263",3480,1955,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1955.wav","sxpisu","2012-10-11","06:30","Pousada Piuval, Transpantaneira km 12, MT","-16.3834","-56.6167","120","Andrew Spencer","CDTGHVBGZP","call","natural vocalizations, calls from one of a small group of birds in the top of a small tree at the edge of the pousada, followed by flight calls from more of the flock as they flew out of the tree at the end of the cut.bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Brotogeris","chiriri","","Yellow-chevroned Parakeet",39.052834,"Brotogeris chiriri",11
"264",3484,1959,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1959.wav","nknnjw","2009-08-22","8:57","Parque Estadual Mata dos Godoy, Londrina, Parana","-23.4501","-51.2334","600","Renan Campos de Oliveira","SDARDTGGWP","call, song","","3","BirdCLEF2014","","Passeriformes","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",21.922562,"Myiothlypis leucoblephara",14
"265",3502,1986,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1986.wav","aiigbg","2006-10-07","09:00","Fazenda caetes, nr Vargem Alta, Esperito Santo","-20.457253","-40.99205","?","Frank Lambert","YTUXOCTUEM","call","","1","BirdCLEF2014","","Passeriformes","Furnariidae","Sittasomus","griseicapillus","","Olivaceous Woodcreeper",44.799773,"Sittasomus griseicapillus",11
"266",3529,2024,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN2024.wav","gcyzcu","2001-11-10","07:44","Mata do Crasto, Município de Santa Luzia do Itanhy, Sergipe","-11.3834","-37.4001","10","Jeremy Minns","DGVLLRYDXS","calls, perched","Coconut palm plantation near Crasto. Pair. In background Masked Titi Monkey (Callicebus personatus).","2","BirdCLEF2014","Gnorimopsar chopi","Psittaciformes","Psittacidae","Diopsittaca","nobilis","cumanensis","Red-shouldered Macaw",37.488503,"Diopsittaca nobilis",10
"267",3533,2031,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN2031.wav","mkqlxe","2005-04-07","16:40","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","50","Nick Athanas","XRABICUARW","call","","1","BirdCLEF2014","Myiarchus ferox,Leptotila verreauxi","Passeriformes","Tyrannidae","Myiozetetes","similis","pallidiventris","Social Flycatcher",29.113447,"Myiozetetes similis",18
